id,title,category,amount,date,isEssential,note
497,Local Fruit Stall,Food,515.41,2025-04-26,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2025-04-26)
498,Dental Scaling & Oral Checkup,Health,2152.82,2025-04-26,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-04-26)
499,City Mall Parking Fee,Transport,126.68,2025-04-26,false,Multi-level basement underground parking validation (Recorded on 2025-04-26)
500,Physiotherapy Posture Rehab,Health,1036.98,2025-04-26,true,Spine and cervical posture rehab therapy session (Recorded on 2025-04-26)
501,Charity Foundation Contribution,Other,3526.94,2025-04-27,false,Monthly child education and midday meal sponsorship (Recorded on 2025-04-27)
502,Amazon Tech Essentials,Shopping,2546.62,2025-04-27,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-04-27)
503,Dry Cleaning & Garment Care,Other,952.13,2025-04-27,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-04-27)
504,PVR IMAX 3D Recliner Tickets,Fun,1241.83,2025-04-28,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-04-28)
505,Society Apartment Maintenance,Bills,4115.92,2025-04-28,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-04-28)
506,Express International Courier,Other,381.13,2025-04-29,true,Expedited legal document international courier parcel (Recorded on 2025-04-29)
507,PlayStation Store RPG Purchase,Fun,3712.95,2025-04-29,false,Digital deluxe collector edition open world game (Recorded on 2025-04-29)
508,Local Fruit Stall,Food,309.29,2025-04-29,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2025-04-29)
509,Diagnostic Comprehensive Blood Panel,Health,4245.82,2025-04-29,true,Full body health checkup; liver and lipid profile (Recorded on 2025-04-29)
510,Charity Foundation Contribution,Other,2356.15,2025-04-29,false,Monthly child education and midday meal sponsorship (Recorded on 2025-04-29)
511,Nike Marathon Running Shoes,Shopping,10535.55,2025-04-29,false,Long distance training air zoom cushion sneakers (Recorded on 2025-04-29)
512,iCloud / Google Cloud Storage,Bills,650.00,2025-04-30,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-04-30)
513,Automobile Ceramic Detailing,Transport,1381.53,2025-04-30,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-04-30)
514,Uniqlo Airism Essentials,Shopping,1875.66,2025-04-30,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-04-30)
515,Metro Smart Card Recharge,Transport,663.96,2025-04-30,true,Monthly unlimited metro transit card recharge (Recorded on 2025-04-30)
516,Municipal Water Authority,Bills,651.31,2025-05-01,true,Quarterly residential piped water supply charges (Recorded on 2025-05-01)
517,Udemy Masterclass Bootcamp,Learn,1250.81,2025-05-01,true,Full-stack distributed cloud architecture video course (Recorded on 2025-05-01)
518,Diagnostic Comprehensive Blood Panel,Health,2297.42,2025-05-01,true,Full body health checkup; liver and lipid profile (Recorded on 2025-05-01)
519,Physiotherapy Posture Rehab,Health,1498.71,2025-05-01,true,Spine and cervical posture rehab therapy session (Recorded on 2025-05-01)
520,Whole Foods Grocery,Food,3414.91,2025-05-02,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-05-02)
521,Coursera AI Specialization,Learn,4512.09,2025-05-02,true,Machine learning and deep neural networks lab (Recorded on 2025-05-02)
522,Amazon Tech Essentials,Shopping,1227.54,2025-05-02,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-05-02)
523,Dry Cleaning & Garment Care,Other,751.48,2025-05-02,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-05-02)
524,Cult.fit Fitness Gym Pass,Health,6414.27,2025-05-03,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-05-03)
525,Bakery Artisanal Bread & Pastry,Food,229.10,2025-05-03,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-05-03)
526,Express International Courier,Other,666.21,2025-05-03,true,Expedited legal document international courier parcel (Recorded on 2025-05-03)
527,Uniqlo Airism Essentials,Shopping,2043.98,2025-05-04,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-05-04)
528,Optometry Eye Checkup & Frames,Health,3542.63,2025-05-04,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-05-04)
529,Starbucks Latte & Croissant,Food,599.52,2025-05-05,false,Meeting client over coffee & cookies (Recorded on 2025-05-05)
530,Tech Conference Full Pass,Learn,5088.80,2025-05-05,true,Annual developer engineering summit registration (Recorded on 2025-05-05)
531,Deep Home Sanitization Service,Other,4492.73,2025-05-06,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-05-06)
532,LPG Cooking Gas Cylinder Refill,Bills,941.65,2025-05-06,true,Indane domestic LPG home delivery (Recorded on 2025-05-06)
533,Deep Home Sanitization Service,Other,2745.27,2025-05-06,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-05-06)
534,IRCTC Executive Train Ticket,Transport,1200.35,2025-05-06,true,Intercity executive AC chair car reservation (Recorded on 2025-05-06)
535,City Mall Parking Fee,Transport,233.57,2025-05-07,false,Multi-level basement underground parking validation (Recorded on 2025-05-07)
536,Expressway FASTag Toll,Transport,734.80,2025-05-07,true,State expressway toll automated electronic debit (Recorded on 2025-05-07)
537,Apple Store MagSafe Battery,Shopping,10319.13,2025-05-07,false,Official magnetic fast wireless battery pack (Recorded on 2025-05-07)
538,Neighborhood Hardware Store,Shopping,657.27,2025-05-07,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-05-07)
539,PVR IMAX 3D Recliner Tickets,Fun,2179.19,2025-05-07,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-05-07)
540,Spotify Premium Family Plan,Fun,1799.00,2025-05-08,false,Annual ad-free multi-user music streaming (Recorded on 2025-05-08)
541,Dry Cleaning & Garment Care,Other,1033.08,2025-05-08,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-05-08)
542,Diagnostic Comprehensive Blood Panel,Health,4048.42,2025-05-08,true,Full body health checkup; liver and lipid profile (Recorded on 2025-05-08)
543,Uniqlo Airism Essentials,Shopping,3233.77,2025-05-09,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-05-09)
544,Expressway FASTag Toll,Transport,438.90,2025-05-09,true,State expressway toll automated electronic debit (Recorded on 2025-05-09)
545,Friend Wedding / Birthday Gift,Other,4553.98,2025-05-09,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-09)
546,Tech Conference Full Pass,Learn,4868.75,2025-05-09,true,Annual developer engineering summit registration (Recorded on 2025-05-09)
547,Optometry Eye Checkup & Frames,Health,2704.08,2025-05-09,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-05-09)
548,Friend Wedding / Birthday Gift,Other,4222.57,2025-05-09,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-09)
549,Neighborhood Hardware Store,Shopping,1171.32,2025-05-10,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-05-10)
550,Tech Conference Full Pass,Learn,9053.56,2025-05-10,true,Annual developer engineering summit registration (Recorded on 2025-05-10)
551,Whole Foods Grocery,Food,2909.74,2025-05-10,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-05-10)
552,Airtel 5G Fiber Broadband,Bills,1079.98,2025-05-10,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-05-10)
553,PlayStation Store RPG Purchase,Fun,4893.97,2025-05-10,false,Digital deluxe collector edition open world game (Recorded on 2025-05-10)
554,iCloud / Google Cloud Storage,Bills,650.00,2025-05-10,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-05-10)
555,Airtel 5G Fiber Broadband,Bills,1316.53,2025-05-11,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-05-11)
556,Airtel 5G Fiber Broadband,Bills,1311.51,2025-05-11,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-05-11)
557,Shell Petrol Station Fuel,Transport,3861.16,2025-05-12,true,Full tank unleaded petrol for vehicle (Recorded on 2025-05-12)
558,Zara Linen Summer Collection,Shopping,4727.31,2025-05-12,false,Breathable cotton casual button-up shirts (Recorded on 2025-05-12)
559,Physiotherapy Posture Rehab,Health,828.84,2025-05-12,true,Spine and cervical posture rehab therapy session (Recorded on 2025-05-12)
560,Whole Foods Grocery,Food,1350.02,2025-05-12,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-05-12)
561,LPG Cooking Gas Cylinder Refill,Bills,871.08,2025-05-12,true,Indane domestic LPG home delivery (Recorded on 2025-05-12)
562,Tech Conference Full Pass,Learn,7694.96,2025-05-12,true,Annual developer engineering summit registration (Recorded on 2025-05-12)
563,LPG Cooking Gas Cylinder Refill,Bills,945.67,2025-05-13,true,Indane domestic LPG home delivery (Recorded on 2025-05-13)
564,Deep Home Sanitization Service,Other,4109.38,2025-05-13,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-05-13)
565,Coursera AI Specialization,Learn,4452.54,2025-05-13,true,Machine learning and deep neural networks lab (Recorded on 2025-05-13)
566,Starbucks Latte & Croissant,Food,569.80,2025-05-13,false,Meeting client over coffee & cookies (Recorded on 2025-05-13)
567,Charity Foundation Contribution,Other,1816.09,2025-05-13,false,Monthly child education and midday meal sponsorship (Recorded on 2025-05-13)
568,IKEA Modular Desk Organizers,Shopping,6668.77,2025-05-14,false,Desk cable management units; drawer trays & LED (Recorded on 2025-05-14)
569,Optometry Eye Checkup & Frames,Health,6450.90,2025-05-14,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-05-14)
570,Diagnostic Comprehensive Blood Panel,Health,2500.76,2025-05-14,true,Full body health checkup; liver and lipid profile (Recorded on 2025-05-14)
571,Physiotherapy Posture Rehab,Health,1193.16,2025-05-14,true,Spine and cervical posture rehab therapy session (Recorded on 2025-05-14)
572,Dental Scaling & Oral Checkup,Health,1806.41,2025-05-14,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-05-14)
573,Municipal Water Authority,Bills,473.96,2025-05-14,true,Quarterly residential piped water supply charges (Recorded on 2025-05-14)
574,Zomato Weekend Dinner,Food,2312.62,2025-05-15,false,Family gourmet pizza and pasta treat (Recorded on 2025-05-15)
575,Udemy Masterclass Bootcamp,Learn,1469.15,2025-05-15,true,Full-stack distributed cloud architecture video course (Recorded on 2025-05-15)
576,Physiotherapy Posture Rehab,Health,1304.79,2025-05-16,true,Spine and cervical posture rehab therapy session (Recorded on 2025-05-16)
577,Spotify Premium Family Plan,Fun,1799.00,2025-05-16,false,Annual ad-free multi-user music streaming (Recorded on 2025-05-16)
578,Nike Marathon Running Shoes,Shopping,12966.76,2025-05-16,false,Long distance training air zoom cushion sneakers (Recorded on 2025-05-16)
579,Express International Courier,Other,772.76,2025-05-17,true,Expedited legal document international courier parcel (Recorded on 2025-05-17)
580,Automobile Ceramic Detailing,Transport,2362.52,2025-05-17,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-05-17)
581,Netflix 4K UltraHD Subscription,Fun,649.00,2025-05-17,false,Monthly family tier streaming account (Recorded on 2025-05-17)
582,Apollo Pharmacy Prescription,Health,518.23,2025-05-17,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-05-17)
583,Friend Wedding / Birthday Gift,Other,6911.70,2025-05-17,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-17)
584,Society Apartment Maintenance,Bills,3218.81,2025-05-18,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-05-18)
585,Automobile Ceramic Detailing,Transport,1508.05,2025-05-18,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-05-18)
586,LPG Cooking Gas Cylinder Refill,Bills,886.58,2025-05-18,true,Indane domestic LPG home delivery (Recorded on 2025-05-18)
587,Coursera AI Specialization,Learn,4044.24,2025-05-18,true,Machine learning and deep neural networks lab (Recorded on 2025-05-18)
588,Bakery Artisanal Bread & Pastry,Food,359.78,2025-05-18,true,Morning bakery supplies and sourdough loaf (Recorded on 2025-05-18)
589,Electricity Power Utility,Bills,2713.59,2025-05-19,true,Monthly household air conditioning electricity bill (Recorded on 2025-05-19)
590,Friend Wedding / Birthday Gift,Other,3898.60,2025-05-19,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-19)
591,Shell Petrol Station Fuel,Transport,4742.69,2025-05-19,true,Full tank unleaded petrol for vehicle (Recorded on 2025-05-19)
592,Coursera AI Specialization,Learn,4793.90,2025-05-19,true,Machine learning and deep neural networks lab (Recorded on 2025-05-19)
593,Dental Scaling & Oral Checkup,Health,1458.78,2025-05-20,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-05-20)
594,Tech Conference Full Pass,Learn,4701.27,2025-05-20,true,Annual developer engineering summit registration (Recorded on 2025-05-20)
595,Starbucks Latte & Croissant,Food,706.80,2025-05-20,false,Meeting client over coffee & cookies (Recorded on 2025-05-20)
596,Friend Wedding / Birthday Gift,Other,4784.94,2025-05-20,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-20)
597,IKEA Modular Desk Organizers,Shopping,7088.14,2025-05-21,false,Desk cable management units; drawer trays & LED (Recorded on 2025-05-21)
598,Dental Scaling & Oral Checkup,Health,1710.84,2025-05-21,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-05-21)
599,Society Apartment Maintenance,Bills,3973.66,2025-05-21,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-05-21)
600,Friend Wedding / Birthday Gift,Other,3998.95,2025-05-21,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-21)
601,Local Fruit Stall,Food,332.50,2025-05-21,true,Fresh seasonal Alphonso mangoes and apples (Recorded on 2025-05-21)
602,Automobile Ceramic Detailing,Transport,2542.51,2025-05-21,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-05-21)
603,Express International Courier,Other,1172.01,2025-05-22,true,Expedited legal document international courier parcel (Recorded on 2025-05-22)
604,Board Game Pub & Cafe,Fun,709.06,2025-05-22,false,Strategy game night craft beers and nacho platters (Recorded on 2025-05-22)
605,Uniqlo Airism Essentials,Shopping,2646.76,2025-05-23,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-05-23)
606,Udemy Masterclass Bootcamp,Learn,1356.33,2025-05-23,true,Full-stack distributed cloud architecture video course (Recorded on 2025-05-23)
607,PVR IMAX 3D Recliner Tickets,Fun,1601.60,2025-05-23,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-05-23)
608,Auto Rickshaw Meter Fare,Transport,62.27,2025-05-23,true,Local city transit to metro station (Recorded on 2025-05-23)
609,Diagnostic Comprehensive Blood Panel,Health,2548.29,2025-05-23,true,Full body health checkup; liver and lipid profile (Recorded on 2025-05-23)
610,Tech Conference Full Pass,Learn,8374.86,2025-05-24,true,Annual developer engineering summit registration (Recorded on 2025-05-24)
611,Dry Cleaning & Garment Care,Other,1446.93,2025-05-24,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-05-24)
612,Concert Live Music Festival,Fun,5125.25,2025-05-24,false,Weekend rock concert arena general admission pass (Recorded on 2025-05-24)
613,Coursera AI Specialization,Learn,4955.69,2025-05-25,true,Machine learning and deep neural networks lab (Recorded on 2025-05-25)
614,Friend Wedding / Birthday Gift,Other,4211.64,2025-05-25,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-05-25)
615,Optometry Eye Checkup & Frames,Health,5565.16,2025-05-25,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-05-25)
616,Society Apartment Maintenance,Bills,4313.61,2025-05-25,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-05-25)
617,PlayStation Store RPG Purchase,Fun,4115.17,2025-05-25,false,Digital deluxe collector edition open world game (Recorded on 2025-05-25)
618,iCloud / Google Cloud Storage,Bills,650.00,2025-05-26,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-05-26)
619,LPG Cooking Gas Cylinder Refill,Bills,870.73,2025-05-26,true,Indane domestic LPG home delivery (Recorded on 2025-05-26)
620,Express International Courier,Other,757.83,2025-05-26,true,Expedited legal document international courier parcel (Recorded on 2025-05-26)
621,Mobile 5G Postpaid Plan,Bills,859.94,2025-05-27,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2025-05-27)
622,Language Mastery Application,Learn,2817.38,2025-05-27,false,Annual conversational language learning subscription (Recorded on 2025-05-27)
623,IKEA Modular Desk Organizers,Shopping,1751.44,2025-05-27,false,Desk cable management units; drawer trays & LED (Recorded on 2025-05-27)
624,City Mall Parking Fee,Transport,284.80,2025-05-27,false,Multi-level basement underground parking validation (Recorded on 2025-05-27)
625,LPG Cooking Gas Cylinder Refill,Bills,897.91,2025-05-27,true,Indane domestic LPG home delivery (Recorded on 2025-05-27)
626,Spotify Premium Family Plan,Fun,1799.00,2025-05-27,false,Annual ad-free multi-user music streaming (Recorded on 2025-05-27)
627,Society Apartment Maintenance,Bills,4801.19,2025-05-28,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-05-28)
628,Amazon Tech Essentials,Shopping,2315.67,2025-05-28,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-05-28)
629,Netflix 4K UltraHD Subscription,Fun,649.00,2025-05-28,false,Monthly family tier streaming account (Recorded on 2025-05-28)
630,Chai & Samosa Corner,Food,64.82,2025-05-28,true,Evening masala tea with team members (Recorded on 2025-05-28)
631,PVR IMAX 3D Recliner Tickets,Fun,940.28,2025-05-28,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-05-28)
632,Optometry Eye Checkup & Frames,Health,4336.86,2025-05-28,true,Blue-light blocking high-index prescription lenses (Recorded on 2025-05-28)
633,Chai & Samosa Corner,Food,147.57,2025-05-29,true,Evening masala tea with team members (Recorded on 2025-05-29)
634,Nike Marathon Running Shoes,Shopping,10222.14,2025-05-29,false,Long distance training air zoom cushion sneakers (Recorded on 2025-05-29)
635,Charity Foundation Contribution,Other,3602.15,2025-05-29,false,Monthly child education and midday meal sponsorship (Recorded on 2025-05-29)
636,Cult.fit Fitness Gym Pass,Health,7729.49,2025-05-30,true,Quarterly fitness center gym and yoga pass (Recorded on 2025-05-30)
637,Auto Rickshaw Meter Fare,Transport,124.22,2025-05-30,true,Local city transit to metro station (Recorded on 2025-05-30)
638,Starbucks Latte & Croissant,Food,558.94,2025-05-30,false,Meeting client over coffee & cookies (Recorded on 2025-05-30)
639,Amazon Tech Essentials,Shopping,3193.49,2025-05-30,true,USB-C multi-port hub; braided cables & adapter (Recorded on 2025-05-30)
640,Deep Home Sanitization Service,Other,4373.22,2025-05-31,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-05-31)
641,Electricity Power Utility,Bills,1431.51,2025-05-31,true,Monthly household air conditioning electricity bill (Recorded on 2025-05-31)
642,City Mall Parking Fee,Transport,156.91,2025-05-31,false,Multi-level basement underground parking validation (Recorded on 2025-05-31)
643,Deep Home Sanitization Service,Other,4202.12,2025-05-31,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-05-31)
644,Express International Courier,Other,513.89,2025-05-31,true,Expedited legal document international courier parcel (Recorded on 2025-05-31)
645,Dental Scaling & Oral Checkup,Health,2150.46,2025-06-01,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-06-01)
646,LPG Cooking Gas Cylinder Refill,Bills,868.62,2025-06-01,true,Indane domestic LPG home delivery (Recorded on 2025-06-01)
647,Society Apartment Maintenance,Bills,4751.12,2025-06-02,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-06-02)
648,Netflix 4K UltraHD Subscription,Fun,649.00,2025-06-02,false,Monthly family tier streaming account (Recorded on 2025-06-02)
649,Language Mastery Application,Learn,2514.28,2025-06-02,false,Annual conversational language learning subscription (Recorded on 2025-06-02)
650,Automobile Ceramic Detailing,Transport,2739.29,2025-06-02,false,Full interior vacuum; engine degrease and wash (Recorded on 2025-06-02)
651,Nike Marathon Running Shoes,Shopping,7587.81,2025-06-03,false,Long distance training air zoom cushion sneakers (Recorded on 2025-06-03)
652,PVR IMAX 3D Recliner Tickets,Fun,1165.10,2025-06-03,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-06-03)
653,Go-Karting Speedway Grand Prix,Fun,3007.51,2025-06-03,false,Weekend competitive racing sessions with group (Recorded on 2025-06-03)
654,Society Apartment Maintenance,Bills,4862.63,2025-06-04,true,Monthly housing security; backup generator & lift fee (Recorded on 2025-06-04)
655,Zomato Weekend Dinner,Food,1845.89,2025-06-04,false,Family gourmet pizza and pasta treat (Recorded on 2025-06-04)
656,PVR IMAX 3D Recliner Tickets,Fun,1734.90,2025-06-04,false,Sci-fi movie premiere with large cheese popcorn (Recorded on 2025-06-04)
657,Express International Courier,Other,485.76,2025-06-04,true,Expedited legal document international courier parcel (Recorded on 2025-06-04)
658,LPG Cooking Gas Cylinder Refill,Bills,861.74,2025-06-05,true,Indane domestic LPG home delivery (Recorded on 2025-06-05)
659,Mobile 5G Postpaid Plan,Bills,1106.31,2025-06-05,true,Unlimited 5G corporate postpaid phone plan (Recorded on 2025-06-05)
660,Netflix 4K UltraHD Subscription,Fun,649.00,2025-06-05,false,Monthly family tier streaming account (Recorded on 2025-06-05)
661,Deep Home Sanitization Service,Other,3409.96,2025-06-05,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-06-05)
662,Diagnostic Comprehensive Blood Panel,Health,3814.46,2025-06-05,true,Full body health checkup; liver and lipid profile (Recorded on 2025-06-05)
663,Friend Wedding / Birthday Gift,Other,6509.97,2025-06-05,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-06-05)
664,Board Game Pub & Cafe,Fun,1517.95,2025-06-06,false,Strategy game night craft beers and nacho platters (Recorded on 2025-06-06)
665,IRCTC Executive Train Ticket,Transport,1715.85,2025-06-06,true,Intercity executive AC chair car reservation (Recorded on 2025-06-06)
666,Apollo Pharmacy Prescription,Health,1688.28,2025-06-06,true,Prescription medication; vitamin D3 & omega-3 (Recorded on 2025-06-06)
667,Chai & Samosa Corner,Food,139.32,2025-06-07,true,Evening masala tea with team members (Recorded on 2025-06-07)
668,Concert Live Music Festival,Fun,6183.30,2025-06-07,false,Weekend rock concert arena general admission pass (Recorded on 2025-06-07)
669,Physiotherapy Posture Rehab,Health,1109.29,2025-06-08,true,Spine and cervical posture rehab therapy session (Recorded on 2025-06-08)
670,Board Game Pub & Cafe,Fun,1320.62,2025-06-08,false,Strategy game night craft beers and nacho platters (Recorded on 2025-06-08)
671,IRCTC Executive Train Ticket,Transport,2122.60,2025-06-08,true,Intercity executive AC chair car reservation (Recorded on 2025-06-08)
672,Uniqlo Airism Essentials,Shopping,2155.48,2025-06-09,true,Innerwear; cooling undershirts and crew socks (Recorded on 2025-06-09)
673,Chai & Samosa Corner,Food,90.86,2025-06-09,true,Evening masala tea with team members (Recorded on 2025-06-09)
674,LPG Cooking Gas Cylinder Refill,Bills,852.18,2025-06-09,true,Indane domestic LPG home delivery (Recorded on 2025-06-09)
675,iCloud / Google Cloud Storage,Bills,650.00,2025-06-09,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-06-09)
676,Supermarket Staples,Food,4813.25,2025-06-09,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2025-06-09)
677,Coursera AI Specialization,Learn,4699.38,2025-06-10,true,Machine learning and deep neural networks lab (Recorded on 2025-06-10)
678,Whole Foods Grocery,Food,4454.25,2025-06-10,true,Weekly fresh vegetables; organic fruits and dairy (Recorded on 2025-06-10)
679,Zomato Weekend Dinner,Food,1454.19,2025-06-11,false,Family gourmet pizza and pasta treat (Recorded on 2025-06-11)
680,Neighborhood Hardware Store,Shopping,895.30,2025-06-11,true,Stainless screws; drywall anchors; drill accessories (Recorded on 2025-06-11)
681,Coursera AI Specialization,Learn,4991.86,2025-06-11,true,Machine learning and deep neural networks lab (Recorded on 2025-06-11)
682,Language Mastery Application,Learn,2868.62,2025-06-11,false,Annual conversational language learning subscription (Recorded on 2025-06-11)
683,Language Mastery Application,Learn,2079.25,2025-06-11,false,Annual conversational language learning subscription (Recorded on 2025-06-11)
684,Apple Store MagSafe Battery,Shopping,10620.57,2025-06-12,false,Official magnetic fast wireless battery pack (Recorded on 2025-06-12)
685,Shell Petrol Station Fuel,Transport,4783.55,2025-06-12,true,Full tank unleaded petrol for vehicle (Recorded on 2025-06-12)
686,Tech Conference Full Pass,Learn,5136.74,2025-06-12,true,Annual developer engineering summit registration (Recorded on 2025-06-12)
687,Spotify Premium Family Plan,Fun,1799.00,2025-06-12,false,Annual ad-free multi-user music streaming (Recorded on 2025-06-12)
688,Swiggy Lunch Box,Food,443.55,2025-06-12,false,Office lunch meal with drink (Recorded on 2025-06-12)
689,Friend Wedding / Birthday Gift,Other,4620.64,2025-06-12,false,Custom engraved stainless steel wristwatch with box (Recorded on 2025-06-12)
690,Netflix 4K UltraHD Subscription,Fun,649.00,2025-06-13,false,Monthly family tier streaming account (Recorded on 2025-06-13)
691,Express International Courier,Other,481.85,2025-06-13,true,Expedited legal document international courier parcel (Recorded on 2025-06-13)
692,Board Game Pub & Cafe,Fun,1530.31,2025-06-13,false,Strategy game night craft beers and nacho platters (Recorded on 2025-06-13)
693,Blinkit Quick Delivery,Food,292.18,2025-06-13,false,Midnight craving snacks; chocolate and ice cream (Recorded on 2025-06-13)
694,Supermarket Staples,Food,3324.33,2025-06-13,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2025-06-13)
695,Fine Dining Restaurant,Food,6885.60,2025-06-14,false,Special anniversary dinner buffet (Recorded on 2025-06-14)
696,Supermarket Staples,Food,5462.16,2025-06-14,true,Monthly pulses; basmati grains; spices and olive oil (Recorded on 2025-06-14)
697,Deep Home Sanitization Service,Other,3579.52,2025-06-15,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-06-15)
698,Starbucks Latte & Croissant,Food,601.95,2025-06-15,false,Meeting client over coffee & cookies (Recorded on 2025-06-15)
699,Airtel 5G Fiber Broadband,Bills,1406.89,2025-06-15,true,1 Gbps symmetrical unlimited high-speed fiber plan (Recorded on 2025-06-15)
700,Physiotherapy Posture Rehab,Health,1218.54,2025-06-15,true,Spine and cervical posture rehab therapy session (Recorded on 2025-06-15)
701,Dental Scaling & Oral Checkup,Health,1592.29,2025-06-15,true,Bi-annual preventive dental cleaning and exam (Recorded on 2025-06-15)
702,Go-Karting Speedway Grand Prix,Fun,2101.00,2025-06-16,false,Weekend competitive racing sessions with group (Recorded on 2025-06-16)
703,Chai & Samosa Corner,Food,144.34,2025-06-16,true,Evening masala tea with team members (Recorded on 2025-06-16)
704,Apple Store MagSafe Battery,Shopping,10257.50,2025-06-16,false,Official magnetic fast wireless battery pack (Recorded on 2025-06-16)
705,Dry Cleaning & Garment Care,Other,1766.75,2025-06-17,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-06-17)
706,Tech Conference Full Pass,Learn,6093.67,2025-06-17,true,Annual developer engineering summit registration (Recorded on 2025-06-17)
707,Language Mastery Application,Learn,2148.22,2025-06-17,false,Annual conversational language learning subscription (Recorded on 2025-06-17)
708,Udemy Masterclass Bootcamp,Learn,1302.53,2025-06-17,true,Full-stack distributed cloud architecture video course (Recorded on 2025-06-17)
709,Deep Home Sanitization Service,Other,4198.68,2025-06-17,true,Quarterly professional deep house cleaning and scrub (Recorded on 2025-06-17)
710,iCloud / Google Cloud Storage,Bills,650.00,2025-06-17,true,2TB unified encrypted cloud backup subscription (Recorded on 2025-06-17)
711,Dry Cleaning & Garment Care,Other,1274.86,2025-06-18,true,Winter wool coats; formal suits and blazers clean (Recorded on 2025-06-18)
712,Tech Conference Full Pass,Learn,7149.96,2025-06-18,true,Annual developer engineering summit registration (Recorded on 2025-06-18)
713,Udemy Masterclass Bootcamp,Learn,903.00,2025-06-18,true,Full-stack distributed cloud architecture video course (Recorded on 2025-06-18)
714,IRCTC Executive Train Ticket,Transport,2178.34,2025-06-19,true,Intercity executive AC chair car reservation (Recorded on 2025-06-19)
